soldierId,bestSoldierPerc
47734.0,0.392360906523133
47735.0,0.5208517165649278
47736.0,0.15391828568455415
47737.0,0.2887241831176032
47738.0,0.320404767310869
47739.0,0.06574238232159495
47740.0,0.3511031911734935
47741.0,0.2193644462023459
47742.0,0.7013352005633029
47743.0,0.3617317434523785
47744.0,0.7484447836822472
47745.0,0.023981647141327306
47746.0,0.39388333324480834
47747.0,0.43946532500393276
47748.0,0.4479958984277855
47749.0,0.6793350719894218
47750.0,0.7249987417045893
47751.0,0.7161943816949587
47752.0,0.32023165352492844
47753.0,0.9660716846448019
47754.0,0.28048175739543035
47755.0,0.22557172944762918
47756.0,0.20988771629802383
47757.0,1.218996065053266
47758.0,0.22850465523259078
47759.0,0.49026155179710834
47760.0,0.6029845326501126
47761.0,0.6300741995923531
47762.0,0.8021465391742344
47763.0,0.2595249419324299
47764.0,0.9173467628165246
47765.0,0.8438127028549665
47766.0,0.2708999004303203
47767.0,0.15171775230393228
47768.0,0.6087929375519636
47769.0,0.291295381734967
47770.0,0.741927732930703
47771.0,0.4921642044348508
47772.0,0.617193612249701
47773.0,0.5793833890281951
47774.0,0.07278882061976608
47775.0,0.1819570272723856
47776.0,1.2068950549455344
47777.0,0.42536953781924064
47778.0,0.23000621129144005
47779.0,0.8130986328625989
47780.0,0.459055266791665
47781.0,0.5524270178635191
47782.0,0.21618980460009862
47783.0,0.3296616057470716
47784.0,0.8339253604759913
47785.0,0.3203121552826841
47786.0,0.18803378044281105
47787.0,0.6069410279834606
47788.0,0.37552307768561755
47789.0,0.1688457057451617
47790.0,0.7058722606430907
47791.0,0.36495489900696093
47792.0,0.7165118950271239
47793.0,0.4425637956380995
47794.0,0.2694385187394597
47795.0,0.8909188844989282
47796.0,0.8862175440706013
47797.0,0.6794202848526825
47798.0,0.2802159244566431
47799.0,0.4711713424136395
47800.0,0.7481187723050906
47801.0,0.6226122831592711
47802.0,0.5811761462960703
47803.0,0.13467480363661738
47804.0,0.4502178017120584
47805.0,0.23536411317386766
47806.0,0.5474019875349727
47807.0,0.32991946753593043
47808.0,1.0258913334447135
47809.0,0.7593480856672008
47810.0,0.1367927396033004
47811.0,0.8653979802840124
47812.0,0.37679292355104915
47813.0,0.16001094065656507
47814.0,0.08092941976099041
47815.0,0.6497008606822521
47816.0,0.10446139396604842
47817.0,0.7421021828630465
47818.0,0.6448475222206151
47819.0,0.3535104832156887
47820.0,0.32109442018885465
47821.0,0.9809750596624569
47822.0,0.26589036195386606
47823.0,0.13808855580771096
47824.0,0.37776949897376694
47825.0,1.159574262489846
47826.0,0.4161403914917948
47827.0,0.39800946473471854
47828.0,0.6621935648697037
47829.0,0.4624400190648
47830.0,0.9520791695245325
47831.0,0.7085743506069702
47832.0,0.6374223065292104
47833.0,0.6672474276955416
47834.0,0.7982565086173055
47835.0,0.7124049493433753
47836.0,0.4289216891861687
47837.0,0.7125431645055942
47838.0,0.8121111966692507
47839.0,0.5579521505763796
47840.0,0.12569939822307835
47841.0,0.3672919694833662
47842.0,0.7251409993152624
47843.0,0.7134924845351376
47844.0,0.13947951492051197
47845.0,0.6376679622974539
47846.0,0.2851581969404312
47847.0,0.16972474246443278
47848.0,0.04441423040840271
47849.0,0.7707894491381369
47850.0,0.5740317077062375
47851.0,1.0139428077629997
47852.0,0.9016110686029979
47853.0,0.08449564086292671
47854.0,0.3736159116455909
47855.0,0.6885751663508028
47856.0,0.36204110245178817
47857.0,0.7283942193606538
47858.0,0.11544245295521037
47859.0,0.7312397978826888
47860.0,0.13378329466191013
47861.0,0.8179142937591708
47862.0,0.8568555864690854
47863.0,0.43731665194714175
47864.0,0.09023328112289818
47865.0,0.9726851905876865
47866.0,0.3549174869864052
47867.0,0.4273900525972088
47868.0,0.27779782110066353
47869.0,0.8558010931492184
47870.0,0.2928238494397072
47871.0,0.3051149416265673
47872.0,0.19773229408760112
47873.0,0.9633736111955025
47874.0,0.7359520963666386
47875.0,0.5787678877797647
47876.0,0.2568389258484034
47877.0,0.1419526328981478
47878.0,0.16723536197598182
47879.0,0.19584501551280012
47880.0,0.1394170155264852
47881.0,0.31200200715966
47882.0,0.3780616516024969
47883.0,0.5527952321549463
115925.0,0.35311881055278005
115926.0,0.5840807074770324
115927.0,0.14862117989905996
115928.0,0.1323552778079178
115929.0,0.10439725225569262
115930.0,0.14486225037929817
115931.0,0.44430786475535483
115932.0,0.20389037594443118
115933.0,0.5203171199496514
115934.0,0.12383995882101541
115935.0,0.38762458969711816
115936.0,0.17982688511450912
115937.0,0.3164181145014883
115938.0,0.27286476999176945
115939.0,0.31570084002563603
115940.0,0.555494890328913
115941.0,0.891722758271726
115942.0,0.34218554458654027
115943.0,0.20057547250110191
115944.0,0.9259060082892214
115945.0,0.36209849129151067
115946.0,0.381532619001995
115947.0,0.37768567772209494
115948.0,1.0541698311184489
115949.0,0.4792501093077928
115950.0,0.24297316197613175
115951.0,0.5943087613847746
115952.0,0.5977998465398633
115953.0,0.6716093310053588
115954.0,0.8532990508721159
115955.0,0.8351258873195686
115956.0,0.7972875558523571
115957.0,0.7123179841495191
115958.0,0.15429717641830998
115959.0,0.6690214124568745
115960.0,1.0776750090107738
115961.0,0.7659931519007497
115962.0,0.36870272114957725
115963.0,0.6296284828852408
115964.0,0.640188310246911
115965.0,0.4652306972658118
115966.0,0.46988520195627115
115967.0,1.0700573254209367
115968.0,0.40426168542531354
115969.0,0.47676683206717746
115970.0,0.9012051726870629
115971.0,0.5604709872133705
115972.0,0.7523014178804637
115973.0,0.23422388071872743
115974.0,0.5165699705659885
115975.0,0.765739759383053
115976.0,0.34382035363265023
115977.0,0.23023883737144227
115978.0,0.6501848813311213
115979.0,0.3645652549709201
115980.0,0.16326132533612214
115981.0,0.7224734513541089
115982.0,0.1454976659201495
115983.0,0.38270449745494317
115984.0,0.3029290269712169
115985.0,0.5687867102929132
115986.0,0.8954307665867882
115987.0,0.7276803804081777
115988.0,0.6877037654973417
115989.0,0.2850222014274244
115990.0,0.38158607434595976
115991.0,0.6823263559834849
115992.0,0.6774850032839419
115993.0,0.5796246720648828
115994.0,0.5140633740401022
115995.0,0.4904258467959617
115996.0,0.2018299850470271
115997.0,0.6389055374531696
115998.0,0.21611567860777553
115999.0,0.9620065702928922
116000.0,0.6591481309272524
116001.0,0.34938526096933814
116002.0,0.8701349823265339
116003.0,0.6298443959847115
116004.0,0.1797001619403416
116005.0,0.055387862720250536
116006.0,0.7933970638058838
116007.0,0.07606872589421801
116008.0,0.8675879170879874
116009.0,0.6764380043678306
116010.0,0.36019352501481056
116011.0,0.8890623668341682
116012.0,0.8785084586413492
116013.0,0.36422965023174814
116014.0,0.10314924180033326
116015.0,0.06377711775939886
116016.0,0.9474079772649426
116017.0,0.4594802050405756
116018.0,0.18455807347214875
116019.0,0.7554123279419285
116020.0,0.5435530768834127
116021.0,0.2528980610587635
116022.0,0.7919772211928646
116023.0,0.7315822179206304
116024.0,0.6107389731136463
116025.0,0.5341583468400528
116026.0,0.6058571704164484
116027.0,0.6666832924233785
116028.0,0.8458338968115453
116029.0,0.670086107762552
116030.0,0.23408066919511747
116031.0,0.11082883510805089
116032.0,0.2767387561923741
116033.0,0.21581663893106828
116034.0,0.7051209458462748
116035.0,0.15869366745030233
116036.0,0.41120799286818455
116037.0,0.056113581921480846
116038.0,0.10968546237070963
116039.0,0.0825397033442443
116040.0,0.8393501089963196
116041.0,0.8224560544659691
116042.0,0.8458108447891646
116043.0,0.668565832599564
116044.0,0.1394088177118088
116045.0,0.2839876162504834
116046.0,0.5196869205812666
116047.0,0.2023432183268668
116048.0,0.7713559973418362
116049.0,0.3699231135514489
116050.0,0.7344401333174759
116051.0,0.2913747167329909
116052.0,0.7386189223393764
116053.0,0.7825340709480209
116054.0,0.23784252060638883
116055.0,0.0925308172977256
116056.0,0.8574057276745726
116057.0,0.7544297986942521
116058.0,0.5320404072644094
116059.0,0.7772343494116831
116060.0,0.8923243810967039
116061.0,0.33554351100816837
116062.0,0.37735711153440854
116063.0,0.42965037428112945
116064.0,0.2265543061372148
116065.0,0.9913966531742522
116066.0,0.6046674982201778
116067.0,0.3945369734013303
116068.0,0.15880283347742605
116069.0,0.14347304118456972
116070.0,0.8571608140458067
116071.0,0.4505496120754479
116072.0,0.4289338437023506
116073.0,0.3594544778015916
116074.0,0.5868818373350625
184115.0,0.35901770722300813
184116.0,0.5062214266167422
184117.0,0.21571413930704114
184118.0,0.9262996643027022
184119.0,0.1779141188877536
184120.0,0.06454677411753366
184121.0,0.3340232432251171
